Date,League,Game_ID,Pick,Odds_American,Implied_Prob,Model_Prob,Edge_%,Confidence_Tier,Predicted Outcome,Factors,Final Box Score,Result
2025-11-10,NFL,Eagles @ Packers,Eagles ML,108,48.10%,52.20%,4.1,,,"Packers WR/TE injuries, market edge, Eagles slightly healthier","Eagles 10, Packers 7",Win
2025-11-10,NFL,Eagles @ Packers,Eagles +1.5,-110,52.40%,59.00%,6.6,,,"Adjusted margin, public-heavy, key injuries","Eagles 10, Packers 7",Win
2025-11-10,NFL,Eagles @ Packers,Over 45.5,-110,52.40%,61.20%,8.8,,,"Simulation total 47.9, high market handle on Over",Final: 17 (10+7),Loss
2025-11-10,NFL,Eagles @ Packers,A.J. Brown o56.5 rec yds,-112,52.80%,59.00%,6.2,,,"WR1 target share, matchup favors intermediate routes",37 yards,Loss
2025-11-10,NFL,Eagles @ Packers,Saquon Barkley anytime TD,-110,52.40%,59.00%,6.6,,,"Packers run D below avg, added red-zone usage",1 TD,Win
2025-11-10,NFL,Eagles @ Packers,Christian Watson o37.5 rec yds,-110,52.40%,56.00%,3.6,,,"Game script, WR depth boost for Watson",44 yards,Win
2025-11-10,NFL,Eagles @ Packers,Jordan Love o9.5 rush yds,-110,52.40%,58.00%,5.6,,,"Cold weather, Eagles pass rush, Love scramble factor",13 yards,Win
2025-11-13,NBA,PHX_IND,PHX ML,-185,0.648,0.581,-6.7,Low,,"Sim edge fades PHX ML vs book, line inflated, value on IND ML",,
2025-11-13,NBA,PHX_IND,IND +4.5,110,0.476,0.499,2.3,Low,,"True spread coin flip, edge slight on dog, IND covers sims 50%+",,Don't Bet
2025-11-13,NBA,PHX_IND,Over 233.5,-110,0.524,0.5,-2.4,Low,,"Sims show perfect total, pass unless market moves",,Don't Bet
2025-11-13,NBA,ATL_UTA,UTA ML,-130,0.565,0.544,-2.1,Low,,"Sims lean ATL dog, minimal edge",,Don't bet
2025-11-13,NBA,ATL_UTA,ATL +2.5,110,0.476,0.5,2.4,Low,,"Sim edge ATL covers half, book underprices",,Don't Bet
2025-11-13,NBA,CLE_WAS,CLE ML,-170,0.63,0.558,-7.2,Low,,"Model edge with WAS home dog, sharper book probability than model",,
2025-11-13,NBA,CLE_WAS,WAS +3.5,145,0.408,0.618,21,High,,"Major edge per simulation: WAS covers >61%, market underprices heavily",,
2025-11-13,NBA,PHX_IND,Pascal Siakam Under 6.5 Reb,120,0.455,0.649,19.4,High,,"Model: Siakam cleared under in 65% of sims, board undervalues",,
2025-11-13,NBA,PHX_IND,Devin Booker Over 28.5 pts,-110,0.524,0.53,0.6,Low,,"Slight +EV, but just collars the line, Booker sim 53% over",,
2025-11-13,NBA,PHX_IND,Pacers Over 112.0 Team Total,-110,0.524,0.504,-2,Low,,"Slight under, negligible edge, but worth monitoring line moves",,Don't Bet
2025-11-13,NBA,PHX_IND,Pacers ML,150,0.4,0.419,1.9,Low,,"Sim edge small but real, PHX overvalued on moneyline",,
2025-11-13,NCAAM,Purdue_Alabama,Alabama ML,-180,0.643,0.555,-8.8,Low,,"Book too aggressive on Tide, edge likely on Purdue dog",,Don't Bet
2025-11-13,NCAAM,Purdue_Alabama,Purdue +3.5,150,0.4,0.501,10.1,High,,"Model edge big: Purdue covers >50% sims, dog of night",,
2025-11-13,NCAAM,Purdue_Alabama,Under 175.5 (total),-110,0.524,0.5,-2.4,Low,,"Models see exact market line, pass unless market shifts",,
2025-11-13,NCAAM,Purdue_Alabama,Fletcher Loyer Over 17.5 pts,-115,0.535,0.787,25.2,High,,"Model projects strong scoring load, cleared in 79% of sims, usage spike, Bama defense avg",,
2025-11-13,NCAAM,Purdue_Alabama,Braden Smith Over 7.5 ast,-110,0.524,0.788,26.4,High,,"Model expects high pace/assists, 10 APG season avg, Bama surrenders assists at high rate",,
2025-11-13,NCAAM,Purdue_Alabama,Trey Kaufman-Renn Over 17.5 pts,-110,0.524,0.685,16.1,High,,"Sim expects Kaufman-Renn to exceed book expectations, high usage/projected efficiency",,
2025-11-13,NCAAM,Purdue_Alabama,Oscar Cluff Over 13.5 pts,-110,0.524,0.78,25.6,High,,"Sim big on Cluff, Bama interior defense issues, Cluff avg 17.6 PPG at South Dakota State",,
2025-11-13,NCAAM,Purdue_Alabama,Oscar Cluff Over 9.5 reb,-115,0.535,0.769,23.4,High,,"Strong edge: model makes Cluff favorite vs Bama, projected rebounding edge",,
2025-11-13,NBA,PHX_IND,Grayson Allen Over 3.5 Made Threes,-121,0.545,0.74,19.5,High,,"Allen has hit over in 12 of last 14, volume remains high, Pacers allow open threes",,
2025-11-13,NBA,PHX_IND,Devin Booker Under 1.5 Made Threes,125,0.444,0.55,10.6,Medium,,"Booker's volume inside increases; Pacers better defending arc, cash rate last 10 at 57%",,
2025-11-13,NBA,PHX_IND,Royce O’Neale Under 5.5 Reb,-120,0.545,0.72,17.5,High,,"O’Neale under in 11/13 home games, sim edge on Pacers wings rebounding",,
2025-11-13,NBA,PHX_IND,Pascal Siakam Under 6.5 Reb,120,0.455,0.649,19.4,High,,"Cleared under in 65% of sims, pace-down, Suns rebound well, regression hit dominated by wings",,
2025-11-13,NBA,PHX_IND,Andrew Nembhard Over 1.5 Threes,160,0.385,0.65,26.5,High,,"Nembhard has hit 3+ in 10 of last 14 away, Suns allow guard threes at above NBA average",,
2025-11-13,NBA,PHX_IND,Aaron Nesmith Over 0.5 Blocks,130,0.435,0.65,21.5,High,,"Cleared in 10 of last 15 away, Suns stretch-front offense gives Nesmith more interior D reps",,
2025-11-13,NBA,PHX_IND,Pascal Siakam Over 0.5 Blocks,100,0.5,0.65,15,High,,"Hit in 13 of last 20, gets additional rim protection duties vs Suns wings",,
Rank,Game,Pick,Odds,Edge,EV,Confidence,Reasoning,,,,,
1,LAL @ NOP,Lakers -10,-110,16%,14.20%,HIGH,"Pelicans missing 3 starters (Zion, Murray, Poole), 12-point injury impact",,,,,
2,CHA @ MIL,Hornets +9.5,-110,15%,12.80%,HIGH,"Just beat Bucks Wednesday 111-100, revenge line overpriced",,,,,
3,MIA @ NYK,Heat +5.5,-110,11%,9.20%,MED-HIGH,"Both missing stars (Brunson/Adebayo), Heat undervalued",,,,,
4,LAL @ NOP,Doncic o32.5 Pts,-115,8%,6.80%,MED-HIGH,"Averaging 34.9 PPG, faces league-worst defense without defenders",,,,,
5,GSW @ SAS,OVER 235.5,-110,7%,6.10%,MED-HIGH,"Elite offenses (119+ ORtg), last game totaled 245 points",,,,,
6,CHA @ MIL,Giannis o43.5 PRA,-115,6%,4.90%,MEDIUM,"Revenge game, Hornets' rim protector out, averaging 45 PRA",,,,,
7,GSW @ SAS,Warriors +2.5,-110,5%,4.10%,MEDIUM,"Beat Spurs Wednesday with Curry's 46 pts, B2B concern overblown",,,,,
8,MIA @ NYK,KAT o38.5 PRA,-115,5%,4.00%,MEDIUM,"Brunson out increases usage, faces Heat without Adebayo",,,,,
Rank,Game,Pick,Odds,Edge,EV,Confidence,Reasoning,,,,,
1,LAL @ NOP,Lakers -10,-110,16%,14.20%,HIGH,"Pelicans missing 3 starters, 12-point injury impact",,,,,
2,GSW @ SAS,OVER 235.5,-110,7%,6.10%,MED-HIGH,"Elite offenses, last game 245 total",,,,,
3,LAL @ NOP,Doncic o32.5 Pts,-115,8%,6.80%,MED-HIGH,34.9 PPG avg vs weak defense,,,,,
4,GSW @ SAS,Wemby o44.5 PRA,-120,6%,4.70%,MEDIUM,"Triple-double last game, dominant",,,,,
5,GSW @ SAS,Warriors +2.5,-110,5%,4.10%,MEDIUM,"Just beat Spurs, Curry rolling",,,,,
,,Stephen Curry O22.5 Pts,,,,,,,,,,
,,Timberwolves -12,,,,,,,,,,
,,Karl Anthony Towns O38.5PRA,,,,,,,,,,
,,Norman Powell O23.5 Pts,,,,,,,,,,
2025-11-16,NFL,BAL@CLE,Browns +7.5,-110,0.524,0.65,12.6,High,,"Elite home D, RLM, wind/rain, 82% public BAL, line move favors CLE.",,
2025-11-16,NFL,CIN@PIT,Bengals +5.5,-110,0.524,0.59,6.6,High,,"Flacco starts, divisional, chase brown high usage, wind.",,
2025-11-16,NFL,SF@ARI,Cardinals +3 (ML +140),140,0.417,0.51,9.3,Med-High,,"Harrison Jr. out, McBride high targets, dome, underdog value.",,
2025-11-16,NFL,DET@PHI,Lions +2.5 (ML +120),120,0.455,0.54,8.5,Med-High,,"Public on DET, LaPorta out, PHI pass D vulnerable, sharp/public alignment.",,
2025-11-16,NFL,TEN@HOU,Titans +6.5,-110,0.524,0.61,8.6,Med,,"Stroud out, RLM, home divisional dog, some rain risk.",,
2025-11-16,NFL,JAX@LAC,Jaguars +3 (ML +135),135,0.426,0.51,8.4,Med,,"Chargers OL issues, Jags home edge, fade LAC.",,
2025-11-16,NFL,CAR@ATL,Panthers +3.5,-110,0.524,0.6,7.6,Med,,"Falcons travel, Carolina sharp, dome game.",,
2025-11-16,NFL,CHI@MIN,Vikings -3,-110,0.524,0.6,7.6,Med,,"JJ McCarthy surge, dome, Flores D vs rookie.",,
2025-11-16,NFL,SEA@LAR,Seahawks ML +145,145,0.408,0.5,9.2,Med,,"Coinflip game, explosive O, plus money.",,
2025-11-16,NFL,GB@NYG,Packers -7,-110,0.524,0.59,6.6,Med,,"LaFleur off loss, Jameis at QB, GB bounce back.",,
2025-11-16,NFL,BAL@CLE,Under 39.5,-110,0.524,0.6,7.6,High,,"Rain/wind, elite CLE D, 70% sharp under handle.",,
2025-11-16,NFL,CIN@PIT,Under 48.5,-110,0.524,0.58,5.6,Med-High,,"Flacco, wind, divisional grind.",,
2025-11-16,NFL,TEN@HOU,Under 37.5,-110,0.524,0.59,6.6,Med-High,,"Mills at QB, rain, defensive struggle.",,
2025-11-16,NFL,KC@DEN,Over 44.5,-110,0.524,0.56,3.6,Med,,"Mahomes off bye, contrarian, Denver D injuries.",,
2025-11-16,NFL,TB@BUF,Under 48.5,-110,0.524,0.58,5.6,Med,,"Wind/snow, clock-chew ground games.",,
2025-11-16,NFL,CIN@PIT,Chase Brown O78.5 Rush + Rec Yds,-112,0.529,0.63,10.1,High,,"No Perine, Flacco dump-off, high usage.",,
2025-11-16,NFL,ATL@CAR,Bijan Robinson O72.5 Rush Yds,-114,0.535,0.61,7.5,High,,"Panthers run D, heavy volume.",,
2025-11-16,NFL,DET@PHI,Amon-Ra St. Brown O73.5 Rec Yds,-110,0.524,0.59,6.6,High,,"More targets w/ LaPorta out, consistent WR.",,
2025-11-16,NFL,SF@ARI,Trey McBride O59.5 Rec Yds,-110,0.524,0.6,7.6,Med-High,,McBride target surge w/ Harrison Jr. out.,,
2025-11-16,NFL,MIN@CHI,JJ McCarthy O1.5 Pass TD,-125,0.555,0.64,8.5,Med-High,,"Bears allow 3 pass TD/g, dome, McCarthy surge.",,
,,,Kyren Williams ATTD,-195,,,,Med-High,,,,
,,,BIijan Robinsons ATTD,225,,,,High,,,,
2025-11-18,NBA,BOS vs BKN,Celtics -11,-110,52.40%,58.30%,5.90%,High,BOS 120-104,"BOS D, BKN TOV, Tatum impact minimal",,
2025-11-18,NBA,MEM @ SAS,Grizzlies +6,-110,52.40%,63.40%,11.00%,High,SAS 109-107,"Cluster SAS inj, usage to MEM wings",,
2025-11-18,NBA,ATL vs DET,Hawks ML,-110,52.40%,58.80%,6.40%,High,ATL 114-109,"ATL tempo, DET regression, home cornerstones",,
2025-11-18,NBA,PHX @ POR,PHX ML,120,45.50%,51.20%,5.70%,Med,PHX 117-114,"PHX pace, Blazers thin",,
2025-11-18,NBA,GSW@ORL,Moses Moody Over 2.5 3PM,150,40.00%,51.10%,11.10%,High,3.1 3PM,GSW spread offense,,
2025-11-18,NBA,BOS vs BKN,Jaylen Brown Over 4.5 assists,100,50.00%,57.40%,7.40%,Med,5.5 ast,"JB usage, BKN perimeter defense",,
2025-11-18,NBA,DET @ ATL,Ausar Thompson Over 5.5 rebounds,-125,55.60%,63.00%,7.40%,High,7.0 reb,"ATL misses, minutes/node up",,
2025-11-18,NBA,SAS vs MEM,Keldon Johnson Over 22.5 PRA,-120,54.50%,61.00%,6.50%,High,24.8 PRA,"SAS cluster injuries, usage spike",,
2025-11-18,NBA,LAL vs UTA,LeBron James Over 15.5 points,-120,54.50%,60.80%,6.30%,High,18.2 pts,"Role increase, UTA transition",,
2025-11-18,NBA,BOS vs BKN,"SGP: BOS -11, Jaylen Brown o4.5 ast, Under 223.5",650,13.30%,19.80%,6.50%,Med,BOS win+JB facilitation+pace down,"SGP, positive leg correlation",,
Market,Game,Pick,Odds,Model_Prob,Implied_Prob,Edge,EV,Tier,Units,Projection,Key_Factors,
Total,76ers @ Bucks,Under 224.5,-110,74.50%,52.40%,22.20%,42.30%,A,2,220.1 total,"Embiid OUT, Giannis OUT; Both superstars missing reduces scoring; PHI on B2B",
Total,Hawks @ Spurs,Over 231.5,-110,63.40%,52.40%,11.00%,21.00%,A,2,234 total,Both pace-up teams; Strong offensive efficiency; SAS home court,
Total,Kings @ Grizzlies,Over 234.5,-110,78.40%,52.40%,26.00%,49.60%,A,2,240 total,Fastest-pace matchup tonight; Elite offenses; Weak defenses,
Player Prop,76ers @ Bucks,Ryan Rollins Over 22.5 PTS,-122,97.50%,54.90%,42.60%,77.80%,A,2,30.1 pts,Giannis OUT; Primary scorer; 38% usage; Weak PHI defense (19th),
Player Prop,76ers @ Bucks,Tyrese Maxey Over 28.5 PTS,-115,94.60%,53.50%,41.10%,76.90%,A,2,35.2 pts,Embiid OUT; 40% usage rate; 38 min projected; Weak MIL defense (19th),
Player Prop,76ers @ Bucks,Paul George Over 10.5 PTS,-125,92.10%,55.60%,36.50%,65.70%,A,2,14.3 pts,2nd game back from injury; Low line; Weak MIL defense,
